itemid,property,num_value
418591,663,187.2
25015,888,153900.0
14851,654,121.2
28354,619,1072114.0
62282,566,504.0
451912,888,543180.0
466299,790,108720.0
335217,810,504.0
293397,888,9228.0
76295,400,552.0
304343,790,33240.0
35706,795,757932.0
60571,790,54120.0
287753,177,60.0
160651,771,639502.0
460219,104,10317.0
296520,790,33960.0
156512,120,628176.0
59606,771,32.4
191059,761,1920.0
425723,964,1128577.0
415555,810,312.0
156860,888,686768.0
134288,400,552.0
292412,790,6240.0
196101,758,72.0
458938,790,44880.0
146743,663,180.0
400149,19,96.0
336832,790,54000.0
217224,400,424566.0
132016,810,
176082,790,174360.0
384345,761,29.64
28947,917,86292732.0
331706,790,39588.0
409123,790,0.0
311736,400,424566.0
96241,177,24.0
389660,810,3564.0
260563,810,
265858,495,180.0
164334,790,258360.0
242321,283,1241360.0
244124,1084,72.0
58418,671,18.0
369133,663,187.2
408089,1054,639502.0
355687,771,190776.0
424937,19,350726.0
389607,400,639502.0
370673,790,8268.0
387657,790,525660.0
319991,790,23640.0
222032,790,93480.0
395115,790,24720.0
377817,790,125280.0
3385,202,7656250812.0
100416,976,24.0
147786,803,
53152,790,7920.0
220817,790,32040.0
406382,790,35880.0
441649,189,61.2
49384,790,15240.0
433783,19,908104.0
398130,790,199920.0
13392,790,215280.0
248421,790,13560.0
290211,19,832471.0
246202,790,57240.0
54253,790,53136.0
134713,888,350695.0
112718,790,32760.0
83653,888,350726.0
122750,888,1284577.0
353867,790,233640.0
97303,104,10317.0
65085,400,552.0
39743,790,27540.0
260581,790,197280.0
187226,400,639502.0
351061,790,138720.0
454393,400,424566.0
237211,790,236520.0
173936,881,60.0
425108,790,45600.0
262065,790,63480.0
240082,810,2520.0
287660,790,23040.0
377629,771,190776.0
220767,809,910945.0
56072,98,96.0
155751,790,662520.0
308805,945,1297962.0
190507,881,60.0
214381,790,13080.0
334841,790,20040.0
194538,790,822000.0
43383,790,6480.0
276766,1066,22.8
417289,790,9588.0
182636,1054,
170453,761,495356.0
120629,619,6000.0
260228,1066,424566.0
205711,881,48.0
165079,771,15.6
275268,790,8520.0
310083,663,120.0
226114,790,19920.0
371689,888,
414207,758,24.0
138599,888,349043.0
188687,790,427560.0
432935,1054,639502.0
47359,888,1344.0
256525,790,22968.0
338273,790,266760.0
153295,790,6240.0
438042,790,157080.0
102176,790,77040.0
226406,888,385664.0
308442,1066,1092.0
2086,790,378000.0
82120,400,
6771,470,732.0
399733,400,698.4
244404,790,293880.0
374077,400,
391405,917,68763456.0
388994,888,108788.0
413978,324,72.0
288206,790,145152.0
80265,1054,639502.0
349150,810,1608.0
170251,790,10440.0
326323,790,4680.0
351685,903,48.0
337408,324,190776.0
462206,790,27720.0
408441,258,1200.0
25987,790,3000.0
42031,945,
415017,153,12.0
427537,790,45240.0
319230,400,
162063,790,11760.0
233570,761,190776.0
88863,888,1284577.0
169751,400,424566.0
297537,964,1128577.0
461382,102,1920.0
427360,790,205560.0
309348,810,424566.0
421148,888,934539.0
339551,790,84720.0
456059,758,1187104.0
291149,790,38520.0
268913,441,264.0
177904,663,159.6
254765,400,424566.0
294745,790,4680.0
437210,1066,424566.0
127086,619,6000.0
417393,1021,
104650,1066,424566.0
258154,19,309206.0
416739,66,240.0
383671,646,48.0
11446,663,159.6
272916,842,12.0
196674,888,431733.0
140434,258,1297962.0
158601,790,14880.0
180087,790,9480.0
79274,400,78.0
59507,790,4680.0
156913,771,639502.0
411103,790,11160.0
42911,19,908104.0
206688,888,
291751,441,336.0
308360,719,12.0
355513,748,1144008.0
281496,888,51144.0
362529,400,424566.0
456910,976,1135780.0
373835,761,190776.0
283916,400,639502.0
414247,790,16560.0
390523,188,10317.0
103943,400,639502.0
344184,790,40440.0
255202,790,73440.0
409631,790,35880.0
349368,888,13803.0
171525,771,190776.0
45935,790,41280.0
443913,888,9624768.0
343622,888,1007785.0
175474,888,36.0
373789,790,170400.0
464279,400,552.0
139458,790,12240.0
202670,188,960.0
273650,619,1187104.0
344291,790,16680.0
439051,810,
132957,400,639502.0
139522,888,275398.0
390844,610,43.2
140197,344,628176.0
203053,663,187.2
322247,790,70560.0
426850,790,267120.0
274443,790,16680.0
112966,19,350726.0
426799,888,
67763,468,272976.0
332516,917,1327225.0
259892,888,970521.0
96849,790,147840.0
26338,810,2520.0
444378,400,424566.0
40930,663,106.8
260851,400,552.0
88384,888,132900.0
412262,790,6480.0
437165,888,373898.0
284072,790,32520.0
262252,888,1038949.0
199171,19,350726.0
307866,658,21263.0
351298,1084,78.0
170202,790,10440.0
153466,917,252720.0
26730,810,1175087.0
413833,790,25920.0
278281,790,23892.0
27010,790,16080.0
5943,888,1284577.0
390953,790,26400.0
203958,790,6240.0
218408,69,300340.0
92271,790,72360.0
317345,810,628176.0
394417,790,19680.0
378949,400,552.0
213450,771,15.6
252001,19,
324084,654,60.0
102017,888,1038407.0
43048,790,131640.0
6427,790,35400.0
268560,400,639502.0
75870,810,424566.0
422081,790,62880.0
332487,202,1115304.0
101912,790,48000.0
338785,279,1175087.0
194840,790,83568.0
154851,790,25800.0
412650,400,639502.0
198850,19,60.0
89326,790,40440.0
424244,888,951748.0
199144,790,36000.0
310135,790,7800.0
108557,212,12.0
63882,1066,424566.0
326626,400,225.6
357831,976,18.0
256745,900,696.0
428970,790,21720.0
59183,964,2640.0
350050,976,40.8
236710,790,18360.0
146745,790,7080.0
76960,790,3960.0
54256,1054,108.0
382365,631,988555.0
245158,790,92532.0
400060,917,1143720.0
295442,790,47880.0
145258,810,158.4
305699,283,1144008.0
240868,790,43800.0
337834,222,12.0
178085,810,
307407,19,350726.0
289403,397,12.0
2083,1066,38.4
162086,790,26298.84
66146,888,237874.0
15189,790,205320.0
43000,888,1034695.0
249090,1054,639502.0
41375,888,1136400.0
258858,566,424566.0
281211,671,396934.0
447612,976,37.2
156148,720,10317.0
219630,566,480.0
1220,917,8280.0
412763,619,1187104.0
367826,790,8280.0
121846,400,424566.0
162680,400,456.0
384577,790,162120.0
72438,790,284304.0
203876,654,145.2
23516,790,24720.0
289849,104,10317.0
431429,888,937354.0
289842,790,9960.0
329494,400,714.0
244064,566,600.0
349140,441,
127594,314,
350069,888,832471.0
141520,1025,5040.0
280529,102,1200.0
253552,790,96264.0
27213,400,639502.0
276471,400,639502.0
262674,790,8640.0
89044,790,54240.0
112181,790,9840.0
67038,790,15360.0
309249,810,240.0
42847,813,
151139,790,9240.0
287684,603,2100.0
141518,314,
343132,790,7800.0
325902,842,12.0
264565,400,552.0
434462,663,204.0
336398,611,1187104.0
240227,790,94800.0
125352,400,424566.0
339378,619,3840.0
431650,400,552.0
34992,790,95760.0
189209,888,1305722.0
198249,945,
55002,888,318029.0
292879,790,37752.0
464353,964,1128577.0
138030,810,1175087.0
432306,790,195684.0
144131,8,12.0
466772,790,108600.0
278629,784,686768.0
396539,344,628176.0
61664,171,10317.0
173575,663,207.6
115868,888,197169.0
165026,976,34.8
363049,441,384.0
368766,188,720.0
276785,19,96.0
161618,140,1169762.0
361277,619,1187104.0
103752,806,10800.0
256563,810,30.0
338359,790,604560.0
95417,456,9.6
304820,259,1177075.0
225750,790,18960.0
381984,884,23040.0
363905,790,189840.0
352110,19,12.0
95203,515,24.0
347068,790,14160.0
225292,271,424566.0
431744,790,10560.0
327352,790,323280.0
396155,790,23640.0
55372,888,215424.0
116269,888,1263991.0
87278,790,8760.0
57299,663,187.2
82485,719,593897.0
232115,1068,8400.0
131932,790,35640.0
465395,790,124680.0
278661,964,1128577.0
216341,964,1128577.0
395300,685,1371.6
350269,275,12.0
19643,611,6144.0
52552,758,1187104.0
83142,575,24011928992652.0
292492,790,382800.0
359775,104,2400.0
169627,790,155880.0
232028,888,2580264.0
181102,790,68040.0
237086,790,104400.0
317744,790,29400.0
18330,639,2943.0
163782,810,312.0
433357,790,1788.0
29839,900,342.0
326858,726,1187104.0
305376,917,1006656.0
339270,917,39036.0
159952,575,21816.0
215453,456,147634.0
167808,790,93600.0
178153,553,2760.0
175324,400,424566.0
94533,631,1200.0
445910,400,336.0
324100,400,552.0
74019,790,55200.0
199085,400,452.4
238359,790,803880.0
226715,790,6708.0
134612,400,672.0
210608,888,151987.0
107536,400,552.0
154393,66,424566.0
334911,400,639502.0
212918,790,104160.0
351497,953,64800.0
65442,790,36120.0
260305,400,
289782,790,11880.0
8633,810,360.0
320786,888,13236.0
365997,1054,639502.0
143411,888,39778188.0
85079,790,8772.0
134764,790,33840.0
11590,663,187.2
215210,400,424566.0
387475,749,486467.0
392030,283,1297729.0
203599,790,8040.0
436326,790,53880.0
344718,810,424566.0
95280,441,1680.0
70553,790,15120.0
391306,790,310728.0
296014,790,107160.0
248422,411,1144008.0
322238,566,320.4
158341,400,424566.0
391907,790,212400.0
440872,400,84.0
284925,887,1187104.0
89928,888,639502.0
185956,441,424566.0
193790,790,35040.0
96898,515,60.0
259059,790,88680.0
157590,400,552.0
209533,790,929880.0
118234,790,137520.0
221607,677,228.0
132635,790,6360.0
30698,790,12600.0
342503,790,19080.0
144317,139,924073.0
106293,917,143184.0
127399,30,21263.0
376272,790,12000.0
297987,810,144.0
205206,313,780.0
169679,790,704400.0
10780,790,28200.0
235506,631,360.0
314415,749,1128577.0
50768,771,190776.0
382472,790,16800.0
125916,888,892223.0
216574,279,628176.0
299356,888,13236.0
89485,888,1884.0
242825,969,11520.0
315059,619,1187104.0
9547,719,12.0
123762,790,58200.0
401961,790,33900.0
127109,671,21.6
286842,619,6000.0
460357,19,96.0
187318,719,132.0
50689,790,52560.0
148596,790,15000.0
63462,674,350726.0
419300,790,0.0
434391,758,1187104.0
69207,790,79320.0
205115,19,350726.0
163703,400,552.0
246082,790,13680.0
184390,790,21240.0
198010,400,639502.0
227592,810,
10637,663,204.0
235657,663,159.6
75861,790,6720.0
201097,719,593897.0
113394,1066,424566.0
378069,400,84.0
243558,810,924073.0
6055,976,1135780.0
33197,1054,
396110,790,4200.0
309293,790,16200.0
336685,881,60.0
198159,456,525396.0
155117,400,424566.0
238995,790,90840.0
268755,790,397560.0
286746,790,49320.0
357978,720,10317.0
292858,790,17400.0
237749,790,95880.0
102638,790,184344.0
147108,790,8520.0
257745,790,9120.0
272079,790,88680.0
78295,1025,7800.0
301727,611,6144.0
377816,790,407220.0
298566,1075,1029109.0
234218,790,31056.0
219467,790,108120.0
422081,790,62880.0
382660,761,190776.0
297588,1054,639502.0
132368,139,3000.0
270538,1058,36.0
287347,1097,655992.0
149505,790,15240.0
119495,188,10317.0
62128,790,139080.0
128188,400,540.0
61025,790,50880.0
409230,790,76200.0
26240,888,117409.0
82871,771,190776.0
436368,790,339600.0
458687,790,136200.0
89153,976,21.6
86407,790,133200.0
156486,1054,
16140,663,187.2
189800,1066,424566.0
232272,611,545395.0
234372,790,33960.0
118456,30,6000.0
25268,19,832471.0
41364,790,23280.0
44854,888,108.0
369336,566,424566.0
442222,344,628176.0
416798,719,12.0
325218,888,1090966.0
415291,663,187.2
209925,790,386160.0
150519,400,552.0
426148,654,145.2
157005,19,309206.0
18518,888,1107526.0
338450,888,13560.0
358324,790,12600.0
373563,790,20160.0
393484,758,1187104.0
114307,19,96.0
235206,790,49920.0
85115,719,593601.0
293823,888,269942.0
442159,790,117360.0
41978,575,13584.0
413108,790,308160.0
26228,790,311880.0
73898,790,189000.0
288730,790,22440.0
197342,790,302160.0
132205,1075,1029109.0
36175,188,10317.0
297914,992,18000.0
304576,790,47388.0
433312,888,
249702,790,453600.0
189656,758,12288.0
97450,790,324600.0
226659,0,98606.0
118182,790,3840.0
335799,400,424566.0
94953,400,639502.0
328047,569,12.0
38758,790,48720.0
406170,784,686768.0
368836,790,27780.0
222972,400,
164847,663,207.6
319533,790,4920.0
360339,586,10317.0
261008,790,8160.0
275876,790,64560.0
166294,790,42288.0
169930,19,108.0
403234,441,1175087.0
213500,790,360000.0
394624,120,12.0
434166,441,432.0
356734,810,424566.0
211269,790,6240.0
423181,566,424566.0
137017,790,27600.0
423759,19,639502.0
130755,888,1055803.0
327850,790,172800.0
86753,790,12036.0
142021,842,12.0
46970,790,97200.0
330667,790,207480.0
40530,790,73440.0
338663,790,178200.0
226607,976,19.92
88432,790,25860.0
66080,456,525396.0
392711,790,12120.0
141487,566,424566.0
392826,423,190776.0
332800,810,424566.0
381763,888,349043.0
323461,566,306.0
414578,719,12.0
426244,771,639502.0
32606,761,190776.0
353750,102,204.0
204939,790,8640.0
404999,790,5640.0
254167,96,168.0
422964,790,165840.0
416613,790,245640.0
343715,102,396934.0
32975,790,116400.0
349438,790,5640.0
66310,202,84.0
385116,790,18960.0
186281,790,39240.0
394079,790,17640.0
36504,19,1749.0
383331,790,8520.0
373583,663,184.8
465122,888,1314048.0
425315,771,190776.0
110721,400,424566.0
217650,283,581854.0
99827,663,207.6
210038,888,60038.04
406233,790,9948.0
191561,933,10317.0
312085,758,24.0
154862,790,610440.0
105201,790,52920.0
216574,279,
203904,658,79200.0
219470,790,42000.0
355691,663,220.8
95421,790,97320.0
13551,524,384.0
242321,6,36.0
285818,888,350726.0
172350,810,1175087.0
139764,790,22440.0
404672,790,191400.0
427492,790,32520.0
33873,283,930984.0
346922,400,
296706,400,424566.0
409988,790,57000.0
77216,976,1135780.0
195004,790,45960.0
225727,400,
296501,11,628176.0
4249,246,1452.0
155719,790,329760.0
192919,790,143640.0
166971,790,8292.0
336559,790,16320.0
297241,761,190776.0
176575,790,96120.0
93810,1054,639502.0
441154,400,
16927,400,732.0
170773,1066,30.0
437652,964,1128577.0
360473,790,39840.0
182526,790,216000.0
158061,654,525396.0
279211,202,37296.0
228103,654,525396.0
345749,790,15360.0
40714,663,220.8
416739,297,189.6
385451,619,3000.0
315402,478,28800.0
130881,790,64440.0
147281,790,36192.0
146523,790,384000.0
177561,400,424566.0
401524,456,147634.0
169381,790,150000.0
96992,790,8520.0
372940,607,1108780.0
155697,917,24000127872.0
223782,888,7415676.0
145401,976,1135780.0
330935,888,72.0
16775,964,1128577.0
356455,884,628176.0
232742,810,1392.0
35996,1075,
156850,1059,639502.0
3465,810,628176.0
264027,400,639502.0
384038,790,77580.0
332368,964,2640.0
107144,654,525396.0
28746,19,350726.0
181430,566,424566.0
56559,619,6000.0
329800,888,1065563.0
169225,400,424566.0
81203,400,424566.0
293619,790,12480.0
217909,790,8880.0
153245,719,593897.0
13071,719,593897.0
261717,790,27000.0
322123,671,396934.0
113623,771,15.6
5285,790,107520.0
448454,810,1200.0
426299,719,12.0
76828,19,84.0
150025,810,1144008.0
93539,790,91320.0
107849,790,51240.0
326482,790,82800.0
330179,790,8700.0
213891,790,53988.0
341774,790,14880.0
174992,790,16800.0
64652,790,38760.0
436011,19,908104.0
378327,400,424566.0
118416,19,108.0
297283,790,34056.0
173776,790,76920.0
75315,19,108.0
127683,888,6072481.8
412611,790,72480.0
270331,663,187.2
28100,400,456.0
95812,441,1175087.0
71221,468,272976.0
312,456,76.44
148446,888,784581.0
301969,400,552.0
368885,1066,20.4
371761,168,48.0
48541,790,229440.0
335396,888,33732.0
91508,790,86760.0
113994,976,19.2
296366,790,16200.0
27142,19,309206.0
77658,611,12.0
438926,120,24.0
208833,810,424566.0
377316,917,960876576.0
346728,790,167040.0
101331,400,639502.0
173012,790,20760.0
451530,790,6720.0
198304,790,107880.0
394377,790,17880.0
392901,888,
456616,344,628176.0
401031,790,31992.0
31074,607,1267543.0
108214,790,432600.0
49645,790,31560.0
351570,102,396934.0
437235,790,174720.0
425819,761,30.12
227743,790,104520.0
148387,456,147634.0
271970,790,100212.0
10433,333,
110682,1054,639502.0
446625,790,19656.0
56484,976,1135780.0
48303,447,1176545.0
179924,104,1200.0
64208,790,1788.0
360663,96,228.0
390784,810,424566.0
240265,888,
221845,566,424566.0
112646,790,13800.0
366301,611,12.0
464279,400,424566.0
206018,810,
458574,881,60.0
206987,790,39600.0
25442,795,
430218,790,28680.0
94675,790,6000.0
306454,810,42.0
76288,19,309206.0
73136,790,49680.0
76787,202,
371710,1075,1029109.0
251812,790,270840.0
330504,790,47520.0
146121,400,424566.0
340292,888,672403.0
142376,19,48.0
341937,790,800400.0
35221,790,60360.0
251218,790,10560.0
18700,283,
51130,631,360.0
78268,784,12.0
246683,790,8160.0
62461,188,480.0
232996,790,16560.0
146474,102,396934.0
328242,481,12.0
256949,19,350726.0
117381,790,407160.0
251791,400,3060.0
182932,790,575400.0
3262,790,7800.0
17951,790,173640.0
21372,790,68160.0
335022,869,72.0
1095,619,960.0
457779,880,108.0
307867,790,175560.0
438140,888,1284577.0
293255,810,628176.0
254477,790,234600.0
180015,917,973092.0
302289,790,39240.0
128779,515,72.0
380365,790,11640.0
348195,790,353520.0
222831,888,168.0
244819,790,29760.0
427898,790,2887200.0
135391,790,21120.0
460822,810,1144008.0
172444,749,1128577.0
399374,400,639502.0
86799,400,639502.0
328821,658,21263.0
120599,761,96.0
215168,790,145080.0
245026,790,94200.0
132484,976,1135780.0
415429,790,153000.0
283140,104,1440.0
177252,790,20760.0
311476,710,742696.0
270088,842,12.0
122279,758,24.0
384400,784,686768.0
100826,771,190776.0
314339,400,639502.0
181186,790,39720.0
152350,790,44280.0
19298,671,396934.0
142010,790,24720.0
117130,790,19560.0
329355,1068,9600.0
213441,1054,204.0
442889,790,15840.0
102380,790,50280.0
85732,888,
58907,104,7200.0
291289,1066,307.2
363324,332,24.0
462017,790,164928.0
332589,69,2400.0
271958,790,21600.0
247153,888,493320.0
122750,888,
132263,790,47280.0
357859,790,27840.0
438140,888,
415714,619,1764.0
268755,790,388680.0
194299,790,241080.0
327931,0,155680.0
201074,790,43440.0
275363,400,
391387,888,142824.0
67103,790,1801560.0
49129,790,86160.0
236787,790,22920.0
250794,720,404373.0
4955,790,107880.0
181705,790,163560.0
248142,888,84.0
111833,790,153360.0
361144,631,600.0
36682,663,187.2
339543,790,10380.0
441506,611,6144.0
393322,1066,424566.0
410379,917,8017836.0
261571,917,55204285565868.0
462937,790,24120.0
362078,685,1380.0
215165,790,169080.0
331185,810,424566.0
160205,790,12840.0
181092,917,1789332.0
237535,888,23520.0
208327,976,1135780.0
67914,400,424566.0
358966,654,290.4
6973,463,36.0
237743,790,9000.0
30353,400,
306584,790,16440.0
195554,790,6468.0
181271,790,156840.0
453275,810,1175087.0
281831,790,42960.0
314197,888,30603.0
117128,790,52224.0
281662,400,
393333,19,168.0
120,685,1344.0
110424,790,19080.0
340747,400,424566.0
234403,790,56988.0
183726,758,24.0
295944,790,51960.0
251394,790,9720.0
165413,441,960.0
87950,790,79200.0
276313,19,309206.0
261066,571,3.6
192893,790,31320.0
400331,964,2760.0
362457,790,44880.0
219167,710,742696.0
285430,969,628176.0
14469,810,
364505,1054,639502.0
145947,758,48.0
182601,790,63960.0
330935,888,15023.0
325505,810,2880.0
243293,810,5040.0
161206,400,639502.0
258856,790,413760.0
210189,917,37076556.0
381603,283,503398.0
450131,19,908104.0
419522,790,30720.0
42289,809,600.0
292068,607,628176.0
464890,790,91440.0
258624,790,19812.0
67825,790,51480.0
141975,400,639502.0
376429,790,6600.0
176545,400,424566.0
59444,75,18.0
368223,631,1200.0
40911,663,187.2
304734,790,282984.0
215815,888,60049.56
390710,790,34200.0
320815,441,348133.0
135935,992,10317.0
175355,888,236799.0
179774,400,424566.0
45499,631,600.0
292905,562,1041241.0
159210,790,99360.0
324582,790,60120.0
134515,790,51300.0
629,663,168.0
371082,790,31788.0
462861,663,184.8
147277,790,26400.0
115411,663,192.0
352661,566,189174.0
11296,790,100800.0
313019,790,57720.0
268881,1075,
369389,771,190776.0
185017,790,55920.0
148752,344,628176.0
451027,790,25560.0
49337,0,227411.0
173759,810,1175087.0
149123,790,14160.0
346877,790,60840.0
267072,810,192.0
30842,790,126240.0
308148,917,4905600.0
260112,761,1020.0
44760,297,1236.0
445366,400,
464915,102,396934.0
368679,790,49200.0
430190,720,10317.0
251942,771,
232447,542,924073.0
424258,356,628176.0
457457,888,9628752.0
392510,719,593897.0
456004,888,372204.0
162072,790,82680.0
343416,810,97.2
26677,790,241680.0
148499,1056,3.324
39674,790,51552.0
455223,790,237360.0
347635,1054,639502.0
135492,1054,
441852,790,147720.0
299046,790,48960.0
150373,790,249480.0
433625,761,190776.0
267746,790,22200.0
254619,400,424566.0
66271,104,3720.0
121371,790,163680.0
134782,202,747888.0
2595,790,138960.0
60682,790,267240.0
310901,202,9684.0
3255,619,3840.0
216953,761,190776.0
99518,888,416200.0
172080,400,
216082,790,81840.0
223967,893,12.0
145529,400,552.0
422650,654,147634.0
465523,790,7920.0
234102,297,424566.0
22575,790,15456.0
383783,790,34560.0
462833,400,424566.0
52754,575,24457.2
401606,976,1135780.0
26450,810,960.0
56308,188,162224.0
214278,900,600.0
448294,810,
46028,400,
296982,1066,424566.0
320476,806,10200.0
306716,790,21480.0
384138,441,1368.0
107450,790,11640.0
158288,790,10680.0
236460,699,10317.0
21265,400,424566.0
443806,790,57720.0
339157,790,92520.0
388065,439,1302691.0
336519,810,424566.0
427752,790,28200.0
303696,790,14760.0
71857,917,133572.0
202057,880,180.0
8520,720,21600.0
207420,720,10317.0
125819,400,639502.0
39694,790,25200.0
394745,400,
246305,936,192.0
323764,796,288.0
19484,888,924073.0
53690,790,16800.0
105334,790,261120.0
301073,619,3840.0
435085,1003,
119865,790,120000.0
42912,400,424566.0
185288,810,424566.0
144087,400,424566.0
29757,888,108.0
161585,790,77040.0
345929,888,65064.12
187835,888,424566.0
345866,730,1248.0
102667,790,286176.0
96028,790,99600.0
103241,976,19.2
71159,917,
17288,790,87960.0
423656,663,2400.0
138219,790,177960.0
278052,279,
333470,790,14316.0
313607,400,424566.0
24165,279,
189979,441,1248.0
407363,790,26520.0
73000,1066,33.6
215830,790,46800.0
14469,810,36.0
155446,790,23280.0
237674,784,686768.0
315295,790,24360.0
145138,98,1169762.0
54172,790,177960.0
158302,1066,424566.0
189817,120,923584.0
96738,888,156.0
187457,313,480.0
250041,790,15720.0
2110,790,447240.0
362744,790,43920.0
278105,720,10317.0
137730,646,120.0
29882,1054,639502.0
368475,790,406800.0
192001,790,12000.0
227736,790,16560.0
19069,400,298.8
255292,790,132480.0
11846,758,48.0
4614,976,1135780.0
156784,663,187.2
17405,719,593897.0
216391,810,396.0
433903,804,545395.0
269758,945,639502.0
287112,790,94884.0
219584,790,171216.0
332927,964,2640.0
59278,917,24011800679532.0
24239,620,664227.0
209745,790,36024.0
121264,400,639502.0
436030,790,188040.0
166729,994,84.0
44663,790,193800.0
351313,400,552.0
461078,810,1175087.0
429301,508,1144008.0
90784,790,314640.0
12501,795,757932.0
275073,992,360.0
176986,758,24.0
306051,842,12.0
360831,400,639502.0
12095,790,10440.0
131420,790,13680.0
418112,400,378.0
15320,888,12.0
72818,1066,109.2
183650,790,109080.0
318030,0,24.0
345314,790,81480.0
465465,790,250200.0
272109,685,1371.6
191688,283,974839.0
224824,631,988555.0
24659,1066,714.0
128696,888,
9351,790,71880.0
423905,888,2616.0
142206,671,20.4
438372,104,10317.0
174085,917,986940.0
28947,400,552.0
284561,400,424566.0
436158,1025,5400.0
235404,790,24360.0
399023,400,552.0
429890,888,1203131.0
330270,888,2311200.0
410620,415,747438.0
295565,188,4800.0
400533,888,421694.0
435864,19,350726.0
20919,771,
454183,790,8400.0
323014,790,4680.0
394705,790,42864.0
60360,771,639502.0
403089,400,424566.0
409055,790,84480.0
327926,663,609363.0
251641,515,48.0
273321,790,207840.0
337726,790,91320.0
353034,538,24.0
408089,663,159.6
206698,790,281556.0
156835,790,266160.0
185413,790,18840.0
298333,202,1153956.0
163636,888,4695744.0
51632,1064,978155.0
369045,790,72840.0
145124,761,190776.0
422545,790,248400.0
194480,942,186.0
30855,790,5040.0
401041,790,98520.0
418978,400,424566.0
121013,663,192.0
237203,790,4560.0
86386,810,348133.0
70976,631,988555.0
80561,810,
319490,976,1135780.0
353727,790,14400.0
434917,771,190776.0
378940,400,
222440,790,4920.0
143840,1093,24.0
431164,790,4320.0
183677,790,26400.0
324056,888,60816.0
120077,888,749320.0
452,400,2220.0
150810,611,12.0
86637,790,33960.0
82812,566,600.0
67615,710,0.0
70575,790,396960.0
404214,790,27000.0
183758,566,594.0
412851,810,576.0
459023,790,279720.0
208055,202,6396.0
145909,332,48.0
153483,141,24.0
350865,790,22320.0
74071,790,12240.0
293656,917,6369348.0
418700,790,131400.0
420005,790,827880.0
303532,790,59880.0
462893,188,10317.0
216497,888,4461672.0
335291,810,424566.0
358915,790,24720.0
182084,917,373123.0
327879,790,5760.0
74443,917,532102824.0
23481,888,588.0
13909,917,1193940.0
57517,663,187.2
240776,726,545395.0
293373,790,120840.0
449568,810,300.0
420238,790,325320.0
360466,400,
435039,202,76896.0
303510,790,5040.0
148308,400,
107483,790,42960.0
226449,685,14400.0
427894,400,424566.0
110374,888,13236.0
136279,400,
243434,790,3480.0
345928,790,2757360.0
397476,790,107880.0
384507,790,6360.0
408922,790,23520.0
372732,810,1175087.0
74768,663,207.6
449150,439,1071900.0
121234,645,1187104.0
304743,888,628176.0
353181,888,879682.0
75107,888,428729.0
47201,104,2400.0
2243,761,28.2
150627,803,639502.0
130755,888,1187104.0
159146,810,1175087.0
138145,790,22440.0
109788,790,0.0
64073,888,75871200.0
312723,726,24576.0
73221,400,424566.0
88863,888,
325310,888,
128044,796,1036892.0
6871,888,1225736.0
408836,400,
458791,719,593897.0
90766,888,1154859.0
2500,566,424566.0
73039,887,807959.0
41995,790,140400.0
24511,333,
306695,102,204.0
461655,888,973211.0
355761,441,1176.0
121027,771,15.6
79642,917,1081259.0
180476,719,593897.0
36438,888,998510.0
34999,790,234000.0
114093,964,1128577.0
79721,810,240.0
97245,1054,
239417,400,2460.0
194797,917,103375.0
200720,758,1187104.0
125108,790,130200.0
415050,316,624.0
93599,810,
262598,917,37536.0
266453,400,
2755,719,593897.0
209049,790,0.0
194483,663,187.2
371991,745,444.0
424004,888,1284577.0
215832,790,225720.0
69861,790,37356.0
379585,790,10800.0
433859,663,168.0
166095,790,55080.0
155356,768,24.0
159298,139,270060.0
283388,969,7680.0
371852,639,628176.0
159712,663,187.2
446590,790,34560.0
5178,790,13488.0
402099,188,2040.0
386271,19,350726.0
132390,202,
94662,790,158280.0
325979,790,5280.0
403159,188,1440.0
274643,810,336.0
253921,188,7200.0
353181,888,222995.0
358742,888,
179220,19,132.0
285216,790,72000.0
330583,790,165960.0
254846,976,1135780.0
111425,283,298948.0
134622,964,1128577.0
327007,790,2520.0
253851,790,56040.0
430889,888,275398.0
274874,790,27360.0
149555,619,3000.0
465511,790,27000.0
58236,917,960926508.0
305052,888,1153879.0
78122,611,545395.0
149281,790,445800.0
6687,202,60.0
60715,279,
413835,790,49440.0
247008,566,424566.0
282819,441,1284577.0
156462,1066,39.6
131868,283,610517.0
396856,869,24.0
308445,790,66240.0
311332,663,207.6
397232,400,
55241,631,600.0
374826,888,30603.0
309968,790,8880.0
381150,790,36360.0
22414,566,289.2
325310,888,1297729.0
107843,734,4200.0
190471,790,112800.0
13246,842,12.0
284175,566,468.0
197345,790,615228.0
130180,400,
457802,810,628176.0
219131,888,1133979.0
226129,631,360.0
56292,400,639502.0
63109,658,21263.0
89627,790,85560.0
271061,790,17016.0
39258,745,336.0
114399,790,18960.0
60080,790,20280.0
286223,575,34992.0
423349,657,1187104.0
262917,400,424566.0
324927,758,1187104.0
222949,888,1287875.0
19314,719,593897.0
304154,790,312960.0
38179,720,26400.0
384052,790,94920.0
269502,96,204.0
283728,888,832471.0
369257,810,78.0
32392,888,698256.0
192957,562,1041241.0
358898,202,594471.0
454311,810,424566.0
446144,104,4800.0
119765,790,59880.0
65442,790,39480.0
306929,400,424566.0
86329,810,1175087.0
256626,810,420.0
84152,188,10317.0
253808,790,117960.0
338802,658,30000.0
137740,790,75360.0
